"","year","hum_dist","region","site","pub.site","ppq","Benthic_Morphology","area_2d","percent.coverage","colony.count","year.site.ppq"
"191","2015","Very High","N.Lagoon","30","VH3","1","Macroalgae",0.009474,0.0590741962302133,2.2,"2015.30.1"
"192","2015","Very High","N.Lagoon","30","VH3","1","Rubble",3.309087,20.6334868884154,2.2,"2015.30.1"
"193","2015","Very High","N.Lagoon","30","VH3","1","Sand",0.495961,3.09251608998657,2.2,"2015.30.1"
"194","2015","Very High","N.Lagoon","30","VH3","1","SoftCoral_Plating",0.015663,0.0976650976940923,2.2,"2015.30.1"
"195","2015","Very High","N.Lagoon","30","VH3","2","Dead_Branching",0.039877,0.249114539838086,2.2,"2015.30.2"
"196","2015","Very High","N.Lagoon","30","VH3","2","Dead_Massive",0.807354,5.04359957359977,2.2,"2015.30.2"
"197","2015","Very High","N.Lagoon","30","VH3","2","Live_Branching",0.608977,3.80432392424149,2.2,"2015.30.2"
"198","2015","Very High","N.Lagoon","30","VH3","2","Live_Digitate",0.0035,0.0218647563616446,2.2,"2015.30.2"
"199","2015","Very High","N.Lagoon","30","VH3","2","Live_Encrusting",0.565494,3.53268243827767,2.2,"2015.30.2"
"200","2015","Very High","N.Lagoon","30","VH3","2","Live_Foliose",0.031498,0.196770313108309,2.2,"2015.30.2"
"201","2015","Very High","N.Lagoon","30","VH3","2","Live_Massive",0.378939,2.36725968883578,2.2,"2015.30.2"
"202","2015","Very High","N.Lagoon","30","VH3","2","Live_Massive_Grooved",0.043779,0.273490619644696,2.2,"2015.30.2"
"203","2015","Very High","N.Lagoon","30","VH3","2","Live_Porites",0.532903,3.32908407411128,2.2,"2015.30.2"
"204","2015","Very High","N.Lagoon","30","VH3","2","Live_SubMassive",0.2782,1.73793577708843,2.2,"2015.30.2"
"205","2015","Very High","N.Lagoon","30","VH3","2","Rubble",12.41069,77.5304894656853,2.2,"2015.30.2"
"206","2015","Very High","N.Lagoon","30","VH3","2","Sand",0.306285,1.91338482920752,2.2,"2015.30.2"
"207","2015","Very High","N.Lagoon","30","VH3","3","Dead_Branching",0.170827,1.06320263443373,2.2,"2015.30.3"
"208","2015","Very High","N.Lagoon","30","VH3","3","Dead_Massive",2.801575,17.4365991357554,2.2,"2015.30.3"
"209","2015","Very High","N.Lagoon","30","VH3","3","Live_Branching",0.403644,2.51222209705356,2.2,"2015.30.3"
"210","2015","Very High","N.Lagoon","30","VH3","3","Live_Digitate",0.022791,0.141847900164372,2.2,"2015.30.3"
"211","2015","Very High","N.Lagoon","30","VH3","3","Live_Encrusting",1.269129,7.89887603386027,2.2,"2015.30.3"
"212","2015","Very High","N.Lagoon","30","VH3","3","Live_Foliose",0.164387,1.02312100233955,2.2,"2015.30.3"
"213","2015","Very High","N.Lagoon","30","VH3","3","Live_FreeLiving",0.001445,0.0089934717975305,2.2,"2015.30.3"
"214","2015","Very High","N.Lagoon","30","VH3","3","Live_Massive",0.77932,4.85037539186953,2.2,"2015.30.3"
"215","2015","Very High","N.Lagoon","30","VH3","3","Live_Massive_Grooved",0.004419,0.0275032192894722,2.2,"2015.30.3"
"216","2015","Very High","N.Lagoon","30","VH3","3","Live_Porites",2.513086,15.641085166622,2.2,"2015.30.3"
"217","2015","Very High","N.Lagoon","30","VH3","3","Live_SubMassive",0.237984,1.48117812613391,2.2,"2015.30.3"
"218","2015","Very High","N.Lagoon","30","VH3","3","Macroalgae",0.007866,0.0489568506293252,2.2,"2015.30.3"
"219","2015","Very High","N.Lagoon","30","VH3","3","Rubble",6.658734,41.4430009939498,2.2,"2015.30.3"
"220","2015","Very High","N.Lagoon","30","VH3","3","Sand",0.78861,4.90819501332216,2.2,"2015.30.3"
"221","2015","Very High","N.Lagoon","30","VH3","3","SoftCoral_Nodular",0.004172,0.0259659268784064,2.2,"2015.30.3"
"222","2015","Very High","N.Lagoon","30","VH3","3","SoftCoral_Plating",0.239221,1.48887703590107,2.2,"2015.30.3"
"223","2015","Very High","N.Lagoon","32","VH2","1","Dead_Branching",0.075718,0.472849674607508,2.2,"2015.32.1"
"224","2015","Very High","N.Lagoon","32","VH2","1","Dead_Massive",4.563865,28.5007802662853,2.2,"2015.32.1"
"225","2015","Very High","N.Lagoon","32","VH2","1","Live_Branching",0.194084,1.21203090740014,2.2,"2015.32.1"
"226","2015","Very High","N.Lagoon","32","VH2","1","Live_Columnar",0.007863,0.0491034759428251,2.2,"2015.32.1"
"227","2015","Very High","N.Lagoon","32","VH2","1","Live_Encrusting",0.048297,0.301608874171515,2.2,"2015.32.1"
"228","2015","Very High","N.Lagoon","32","VH2","1","Live_Foliose",0.118146,0.737807359626227,2.2,"2015.32.1"
