"","year","hum_dist","region","site","ppq","year.site.ppq","Sand","Rubble","Dead","Macroalgae","Non.Coral","SoftCoral","HardCoral"
"36",2017,"Very High","N.Lagoon",27,1,"2017.27.1",12.0591687505832,64.8464875039072,19.8332958416903,2.78650308351315,0,0,0.474544820306066
"37",2017,"Very High","N.Lagoon",27,2,"2017.27.2",8.39403696794959,72.5106896649754,19.0566852932016,0.0385880738734185,0,0,0
"38",2017,"Very High","N.Lagoon",27,3,"2017.27.3",4.84810946359654,77.4913942711442,17.6429842989572,0,0,0,0.0175119663020537
"39",2017,"Very High","N.Lagoon",30,1,"2017.30.1",8.64354236809414,30.9115932682958,47.8104839818335,3.95301404479638,0,0,8.68136633698013
"40",2017,"Very High","N.Lagoon",30,2,"2017.30.2",0,67.1274976181632,29.4306958723719,1.19042807977137,0,0,2.25137842969354
"41",2017,"Very High","N.Lagoon",30,3,"2017.30.3",0.153315472860301,24.137666815896,52.5538038892085,8.41796929031941,0,0,14.7372445317159
"42",2017,"Very High","N.Lagoon",32,1,"2017.32.1",3.83671914250655,53.7431354641176,41.832470772221,0.462470965215534,0,0.0372853013485338,0.0879183545907488
"43",2017,"Very High","N.Lagoon",32,2,"2017.32.2",0.0172016332997647,61.0197190657971,38.6753531064495,0,0,0,0.287726194453632
"44",2017,"Very High","N.Lagoon",32,3,"2017.32.3",16.5099750042268,50.5202777163738,32.3063152471467,0.464226853605343,0.0236924391503561,0,0.175512739497008
"45",2017,"Very Low","BOW",15,1,"2017.15.1",0,30.304223147825,62.9674382324686,0.0525477427027748,0,0,6.67579087700356
"46",2017,"Very Low","BOW",15,2,"2017.15.2",0,5.92252839984824,90.8019332525982,0,0,0,3.27553834755354
"47",2017,"Very Low","BOW",15,3,"2017.15.3",0.00955264328012155,0.0341308634658627,91.7743182089812,0.971401985038024,0,0,7.21059629923477
"48",2017,"Very Low","BOW",19,1,"2017.19.1",0.0201876369311918,1.43786459662683,97.4880606466355,0.155396693938617,0,0,0.898490425867917
"49",2017,"Very Low","BOW",19,2,"2017.19.2",0,10.9232368085114,86.8594713158368,1.15885844482931,0,0,1.05843343082256
"50",2017,"Very Low","BOW",19,3,"2017.19.3",0,22.3255586932243,62.6426798225304,11.1412332305274,0,0,3.89052825371788
"51",2017,"Very Low","Vaskes",5,1,"2017.5.1",0,0.239968012595041,82.4618181590998,7.79676127524787,0,0,9.50145255305723
"52",2017,"Very Low","Vaskes",5,2,"2017.5.2",0.594033416626408,9.66424542796662,43.7475430373728,30.2078324364438,0.0364717944903001,0,15.7498738871001
"53",2017,"Very Low","Vaskes",5,3,"2017.5.3",0,3.32839639507553,65.7031633974619,18.2862702766698,0,0.105122503777635,12.5770474270151
"54",2017,"Very Low","Vaskes",37,1,"2017.37.1",1.17202630582645,40.5287221426618,25.3047458973612,28.4422672538649,0,0,4.55223840028563
"55",2017,"Very Low","Vaskes",37,2,"2017.37.2",1.75204448511691,9.56022747423595,56.3548024733893,20.2021472514155,0,0,12.1307783158424
"56",2017,"Very Low","Vaskes",37,3,"2017.37.3",0.156133809486263,17.1745690950524,67.908435486747,5.30042106770534,0,0,9.46044054100896
"57",2019,"Medium","S.Lagoon",8,1,"2019.8.1",0.238488767724778,11.9940480836415,70.1006181076378,0.46142337719427,0.0115828838071284,0.0121011476108975,17.1817376323836
"58",2019,"Medium","S.Lagoon",8,2,"2019.8.2",0,4.06011928077798,56.1687545216178,19.6100316962912,0.0254871855851823,0.530496938290159,19.6051103774377
"59",2019,"Medium","S.Lagoon",8,3,"2019.8.3",9.7345001244318,13.5890264263674,65.5901057926281,3.57528835649255,0,0,7.51107930008018
"60",2019,"Medium","S.Lagoon",34,1,"2019.34.1",10.7930243930868,5.6404168294103,58.7421485632348,8.03509528286972,0.00426001561214519,0,16.7850549157863
"61",2019,"Medium","S.Lagoon",34,2,"2019.34.2",1.26804496944554,10.8439154179457,69.9078319252481,7.53203358416855,0.0151473055160927,0,10.433026797676
"62",2019,"Medium","S.Lagoon",34,3,"2019.34.3",9.00689781762264,4.39310019563195,70.4074771101001,7.31045464794403,0.0323002319681456,0,8.84976999673312
"63",2019,"Medium","S.Lagoon",35,1,"2019.35.1",5.73091754705372,11.3325671208322,50.2421273473101,7.8328263860498,0.0170724229133981,0,24.8444891758408
"64",2019,"Medium","S.Lagoon",35,2,"2019.35.2",4.73525701906821,4.63587817433041,59.6364525950479,6.0782645260192,0.0853541083513026,0,24.828793577183
"65",2019,"Medium","S.Lagoon",35,3,"2019.35.3",0.605766099979899,4.81228767678878,58.2861733081641,10.0087370831539,0.0653141172906082,0,26.2217217146227
"66",2019,"Very High","N.Lagoon",27,1,"2019.27.1",11.3943526336434,71.7640494775814,13.7748806048471,2.22200110851303,0,0,0.844716175415061
"67",2019,"Very High","N.Lagoon",27,2,"2019.27.2",7.5128224431725,82.016498069644,9.20484452348368,1.15598944528388,0,0,0.10984551841593
"68",2019,"Very High","N.Lagoon",27,3,"2019.27.3",2.62909818527568,87.5437907116651,9.02433188670983,0.744012609176137,0,0,0.0587666071733118
"69",2019,"Very High","N.Lagoon",30,1,"2019.30.1",1.91452797582427,47.5404870556273,50.3601309335388,0.0921303667172056,0,0,0.0927236682924587
"70",2019,"Very High","N.Lagoon",30,2,"2019.30.2",4.16999250900672,60.4209862010419,22.9038166082899,10.0022845936488,0,0,2.50292008801277
"71",2019,"Very High","N.Lagoon",30,3,"2019.30.3",4.66178793675524,32.6097153876365,42.869206471911,10.896563437892,0,0.00220405790720094,8.96052270789807
"72",2019,"Very High","N.Lagoon",32,1,"2019.32.1",1.91452797582427,47.5404870556273,50.3601309335388,0.0921303667172056,0,0,0.0927236682924587
"73",2019,"Very High","N.Lagoon",32,2,"2019.32.2",13.8202892223411,62.2668671093039,23.6514860674426,0.0363778909839651,0,0,0.224979709928467
"74",2019,"Very High","N.Lagoon",32,3,"2019.32.3",10.1379634338177,66.1348185872055,23.4781291348736,0,0,0,0.249088844103319
"75",2019,"Very Low","Vaskes",5,1,"2019.5.1",0.139514731639843,2.19681816946501,80.7823783228931,1.28802004473893,0,0.0554785194107656,15.5377902118523
"76",2019,"Very Low","Vaskes",5,2,"2019.5.2",0.186315807132861,19.7903683677108,48.2327501341942,10.4212558302815,0,0.106139204070098,21.2631706566106
"77",2019,"Very Low","Vaskes",5,3,"2019.5.3",0,3.18733558982574,67.5312884638256,7.24726759538092,0,0.161230055779668,21.872878295188
"78",2019,"Very Low","Vaskes",37,1,"2019.37.1",3.43035844989447,52.2917708715756,32.9949301364064,1.83499339678987,0,0.121357138497749,9.3265900068359
"79",2019,"Very Low","Vaskes",37,2,"2019.37.2",0.660330884618268,26.7732041779878,52.9151566520686,1.16513372521348,0,0.108201021916575,18.3779735381953
"80",2019,"Very Low","Vaskes",37,3,"2019.37.3",0,36.6206172433091,47.1348477609195,0.720451360082136,0,1.25775805552993,14.2663255801593
