"","year","hum_dist","region","site","ppq","site.ppq","year.site.ppq","status","per_area","prop_area"
"217","2017","Medium","S.Lagoon","35",1,"35.1","2017.35.1","Macroalgae",4.84012790857656,0.0484012790857656
"218","2017","Medium","S.Lagoon","35",1,"35.1","2017.35.1","Rubble",22.8462412831832,0.228462412831832
"219","2017","Medium","S.Lagoon","35",1,"35.1","2017.35.1","Sand",5.1185022260907,0.051185022260907
"220","2017","Medium","S.Lagoon","35",2,"35.2","2017.35.2","Dead",60.957095907439,0.60957095907439
"221","2017","Medium","S.Lagoon","35",2,"35.2","2017.35.2","HardCoral",15.9805679044173,0.159805679044173
"222","2017","Medium","S.Lagoon","35",2,"35.2","2017.35.2","Macroalgae",9.18537981368291,0.091853798136829
"223","2017","Medium","S.Lagoon","35",2,"35.2","2017.35.2","Rubble",10.2280363461225,0.102280363461225
"224","2017","Medium","S.Lagoon","35",2,"35.2","2017.35.2","Sand",3.64892002833826,0.0364892002833826
"225","2017","Medium","S.Lagoon","35",3,"35.3","2017.35.3","Dead",44.4563711675626,0.444563711675626
"226","2017","Medium","S.Lagoon","35",3,"35.3","2017.35.3","HardCoral",10.8943308085059,0.108943308085059
"227","2017","Medium","S.Lagoon","35",3,"35.3","2017.35.3","Macroalgae",41.0952816582828,0.410952816582828
"228","2017","Medium","S.Lagoon","35",3,"35.3","2017.35.3","Non.Coral",0.0496979182274688,0.000496979182274688
"229","2017","Medium","S.Lagoon","35",3,"35.3","2017.35.3","Rubble",2.70854591211357,0.0270854591211357
"230","2017","Medium","S.Lagoon","35",3,"35.3","2017.35.3","Sand",0.795772535307726,0.00795772535307726
"231","2017","Very Low","BOW","15",1,"15.1","2017.15.1","Dead",62.9674382324686,0.629674382324686
"232","2017","Very Low","BOW","15",1,"15.1","2017.15.1","HardCoral",6.67579087700356,0.0667579087700356
"233","2017","Very Low","BOW","15",1,"15.1","2017.15.1","Macroalgae",0.0525477427027748,0.000525477427027748
"234","2017","Very Low","BOW","15",1,"15.1","2017.15.1","Rubble",30.304223147825,0.30304223147825
"235","2017","Very Low","BOW","15",2,"15.2","2017.15.2","Dead",90.8019332525982,0.908019332525982
"236","2017","Very Low","BOW","15",2,"15.2","2017.15.2","HardCoral",3.27553834755354,0.0327553834755354
"237","2017","Very Low","BOW","15",2,"15.2","2017.15.2","Rubble",5.92252839984824,0.0592252839984824
"238","2017","Very Low","BOW","15",3,"15.3","2017.15.3","Dead",91.7743182089812,0.917743182089812
"239","2017","Very Low","BOW","15",3,"15.3","2017.15.3","HardCoral",7.21059629923477,0.0721059629923477
