,year,pub.site,site,ppq,DEM,vrm,vrm.max,vrm.min,pro.curv,pro.max,pro.min,plan.curv,plan.max,plan.min,year.site.ppq
186,2016b,M1,8,3,4,0.05465,0.428812921,0.000821,37.55116,15316.61914,-15829.89844,46.10856,13117.44727,-10236.92871,2016b.8.3
187,2016b,M2,35,1,4,0.05187,0.326871991,0.000894,63.70462,11688.74121,-12326.94238,83.74393,10470.78809,-8215.436523,2016b.35.1
188,2016b,M2,35,2,4,0.05968,0.381425858,0.001092,71.5332,15673.6123,-15229.76855,98.9251,8450.579102,-10642.97656,2016b.35.2
189,2016b,M2,35,3,4,0.07453,0.482627153,0.001538,61.82729,26333.68945,-28558.41211,74.11062,19936.14648,-18826.91016,2016b.35.3
190,2016b,M3,34,1,4,0.05625,0.45847255,0.000761,113.00083,19918.11719,-19878.21094,95.13082,19073.37109,-16018.74316,2016b.34.1
191,2016b,M3,34,2,4,0.0518,0.332580209,0.001542,66.60504,12939.8418,-11231.14844,89.25281,9808.844727,-14546.18848,2016b.34.2
192,2016b,M3,34,3,4,0.04461,0.358457148,0.000466,46.24166,15012.47754,-16923.71875,57.46602,12013.63867,-9909.764648,2016b.34.3
193,2016b,VL1,15,1,4,0.07809,0.510334492,0.000985,103.75643,30322.77148,-31743.95703,84.98221,20650.01172,-20064.58008,2016b.15.1
194,2016b,VL1,15,2,4,0.0918,0.648341894,0.000126,13.1016,41454.25,-30692.69531,24.85245,27505.93164,-55316.21484,2016b.15.2
195,2016b,VL1,15,3,4,0.11876,0.617169261,0.000947,22.16146,29385.02148,-23547.6582,9.07119,28910.38281,-26826.68359,2016b.15.3
196,2016b,VL3,19,1,4,0.07401,0.534608364,0.000186,40.22893,20703.14648,-17416.0918,36.39124,12894.49902,-23655.2793,2016b.19.1
197,2016b,VL3,19,2,4,0.06991,0.431864977,0.001192,84.96325,15840.02734,-16096.18066,81.11921,11187.39844,-16076.32227,2016b.19.2
198,2016b,VL3,5,1,4,0.08778,0.561500728,0.002083,55.86532,20113.37695,-19536.19922,53.32607,20017.92383,-25254.94531,2016b.5.1
199,2016b,VL3,5,2,4,0.05887,0.484730601,0.000588,3.93167,14426.97168,-15029.95508,2.41291,12124.92676,-18864.2793,2016b.5.2
200,2016b,VL3,5,3,4,0.07171,0.465441346,0.000276,33.47754,21212.27539,-23859.93945,40.53578,17938.75195,-22789.11914,2016b.5.3
201,2017,VH1,27,1,4,0.04598,0.338176012,0.000406,95.3302,19303.56641,-14647.75,98.51792,11810.75098,-14661.98242,2017.27.1
202,2017,VH1,27,2,4,0.0441,0.400230885,0.000337,127.4598,14703.4668,-13321.71484,116.63999,11704.21582,-11820.75,2017.27.2
203,2017,VH1,27,3,4,0.0325,0.472804546,0.000216,148.55882,19992.49023,-17885.97461,146.80508,23854.85156,-12486.23926,2017.27.3
204,2017,VH2,32,1,4,0.05749,0.361887932,0.000482,102.05312,19507.7832,-20837.61328,115.61996,13513.16211,-14062.32422,2017.32.1
205,2017,VH2,32,2,4,0.04989,0.38978982,0.000591,119.47637,10292.59668,-11020.1416,123.21451,8680.541016,-7428.59668,2017.32.2
206,2017,VH2,32,3,4,0.04612,0.333669126,0.000416,94.96504,13267.57324,-10081.19727,98.27713,9352.286133,-8768.244141,2017.32.3
207,2017,VH3,30,1,4,0.06709,0.583946943,0.000384,59.14376,29334.45703,-29022.12695,76.13414,23706.57422,-20584.14258,2017.30.1
208,2017,VH3,30,2,4,0.07424,0.426892638,0.000803,161.35702,22037.53711,-20651.45117,157.01858,16126.11914,-18206.16406,2017.30.2
209,2017,VH3,30,3,4,0.06961,0.446708381,0.000426,117.31763,22833.07031,-22677.36328,125.97339,14258.38184,-20407.7168,2017.30.3
210,2017,M1,8,1,4,0.06773,0.423805952,0.002016,46.10992,16360.07129,-14275.87402,67.69465,14805.56055,-14468.72656,2017.8.1
211,2017,M1,8,2,4,0.05422,0.58385849,0.000954,-14.72904,23105.17383,-21169.33789,5.8594,13251.69043,-18179.53711,2017.8.2
212,2017,M1,8,3,4,0.05264,0.522566378,0.000284,67.67158,20496.2207,-24120.05859,70.34615,13680.93945,-11772.97949,2017.8.3
213,2017,M2,35,1,4,0.06085,0.378358781,0.001132,75.45459,13928.48633,-13449.62012,92.51705,11759.66895,-10360.24805,2017.35.1
214,2017,M2,35,2,4,0.06797,0.373280585,0.00056,109.22905,19510.44336,-15540.32324,120.29929,22109.68555,-28058.83203,2017.35.2
215,2017,M2,35,3,4,0.06824,0.480496585,0.001302,39.16386,18182.42969,-17372.32617,66.5689,12786.35645,-14667.7334,2017.35.3
216,2017,M3,34,1,4,0.04566,0.329827368,0.00063,104.504,16569.99414,-13899.29883,93.26761,12327.68066,-9098.491211,2017.34.1
217,2017,M3,34,2,4,0.05061,0.336915851,0.001343,75.3204,12299.10156,-9492.650391,91.46804,10381.01465,-8535.547852,2017.34.2
218,2017,M3,34,3,4,0.03528,0.290343761,0.001214,49.05084,23104.34375,-13666.71875,57.13883,7837.638184,-16160.24121,2017.34.3
219,2017,VL1,15,1,4,0.07982,0.468307257,0.001264,96.16144,18383.07422,-18389.94727,99.17707,20135.10742,-15801.13574,2017.15.1
220,2017,VL1,15,2,4,0.08536,0.549093187,0.000085,67.89907,29728.4043,-26104.0332,48.14491,22554.07422,-25803.14453,2017.15.2
221,2017,VL1,15,3,4,0.11623,0.611039639,0.000461,24.69134,30631.90234,-29625.7207,35.6677,20266.37109,-23345.77734,2017.15.3
222,2017,VL3,19,1,4,0.07359,0.467945933,0.000168,61.50754,15514.76172,-14699.1748,49.29428,13442.70313,-16766.99609,2017.19.1
223,2017,VL3,19,2,4,0.08814,0.439398289,0.000889,105.00776,20366.35547,-17779.21484,105.04837,13464.95801,-18349.55859,2017.19.2
224,2017,VL3,19,3,4,0.07429,0.565688848,0.000351,74.28276,37151.30078,-35130.09766,61.4155,23493.63867,-24885.9043,2017.19.3
225,2017,VL3,5,1,4,0.07357,0.582481265,0.001061,57.97883,19529.4707,-13304.0293,40.93611,10883.88281,-16653.35352,2017.5.1
226,2017,VL3,5,2,4,0.05594,0.586871743,0.000949,21.69055,23237.37891,-17116.93164,16.72497,13422.78809,-17775.59961,2017.5.2
227,2017,VL3,5,3,4,0.06957,0.485441685,0.000467,39.97203,18842.79688,-15822.69238,51.32385,18207.60742,-19582.69922,2017.5.3
228,2017,VL4,37,1,4,0.06021,0.417186022,0.001326,145.81675,32957.61719,-31388.37891,121.67915,22089.09375,-22061.90234,2017.37.1
229,2017,VL4,37,2,4,0.04641,0.516928613,0.000291,81.36217,13269.7793,-11889.23633,84.66307,8092.013672,-11104.75781,2017.37.2
230,2017,VL4,37,3,4,0.07617,0.471262276,0.000905,124.87122,33385.80859,-28618.79102,117.4509,35120.41016,-21670.84961,2017.37.3
231,2019,VH1,27,1,4,0.05322,0.359482944,0.00083,117.97091,14931.74023,-13408.03906,121.83824,14373.2666,-8436.967773,2019.27.1
232,2019,VH1,27,2,4,0.05089,0.328696549,0.000742,102.02179,12080.93555,-10938.96777,121.00719,10896.80371,-11051.50879,2019.27.2
233,2019,VH1,27,3,4,0.02831,0.363604546,0.00036,135.67558,11803.73828,-10533.71094,137.28916,10095.56055,-4715.234375,2019.27.3
234,2019,VH2,32,1,4,0.07674,0.476750553,0.001702,87.76458,19849.51172,-19582.41797,90.5981,15179.27344,-18687.38086,2019.32.1
235,2019,VH2,32,2,4,0.06261,0.435875714,0.000693,181.34484,15495.83008,-11691.20996,188.09588,14094.52734,-11674.39746,2019.32.2
236,2019,VH2,32,3,4,0.0619,0.626419842,0.000796,144.21161,24894.74219,-16558.46289,143.42925,20623.10938,-22212.06836,2019.32.3
237,2019,VH3,30,1,4,0.07354,0.493673503,0.000869,178.64002,23698.64453,-20409.37891,189.93839,17798.17773,-22344.08984,2019.30.1
238,2019,VH3,30,2,4,0.06505,0.391258955,0.002189,235.09419,19615.48828,-15220.54102,230.86472,15672.86035,-10664.5498,2019.30.2
239,2019,VH3,30,3,4,0.07763,0.484725833,0.000887,164.96217,21945.37695,-19500.53906,164.31337,18304.29102,-18724.8457,2019.30.3
240,2019,M1,8,1,4,0.06791,0.496172786,0.001129,64.78384,15766.54102,-17338.03516,88.77198,15896.06934,-10841.69629,2019.8.1
241,2019,M1,8,2,4,0.06522,0.59546113,0.001478,18.01632,15043.03125,-20959.80078,64.03643,16734.63672,-16298.99512,2019.8.2
242,2019,M1,8,3,4,0.0508,0.453033507,0.0002,88.63689,19871.97656,-21844.63477,89.48196,15833.72754,-10867.36719,2019.8.3
243,2019,M2,35,1,4,0.06225,0.432277322,0.000691,90.38872,16464.72852,-14444.12891,103.29141,18037.10352,-11548.63867,2019.35.1
244,2019,M2,35,2,4,0.07502,0.5116781,0.001154,59.31418,19302.98828,-17503.20508,80.92381,24905.64844,-17302.62891,2019.35.2
245,2019,M2,35,3,4,0.09336,0.543969214,0.002871,66.53289,25065.19922,-28113.10547,93.10452,27264.13672,-21934.50781,2019.35.3
246,2019,M3,34,1,4,0.06911,0.422587156,0.000394,138.13546,24589.38867,-21232.81055,126.61418,21500.63672,-15693.48438,2019.34.1
247,2019,M3,34,2,4,0.06764,0.442242086,0.001329,123.71876,15670.48145,-16030.1084,140.8412,15202.16211,-20244.22656,2019.34.2
248,2019,M3,34,3,4,0.05877,0.39185077,0.000323,117.15666,26536.51367,-22600.07031,125.64957,18342.8457,-17038.06445,2019.34.3
249,2019,VL3,5,1,4,0.10827,0.624629676,0.00171,87.73236,32136.00586,-29170.18359,70.34089,21947.88672,-23178.70703,2019.5.1
250,2019,VL3,5,2,4,0.08213,0.526547074,0.001771,35.64834,24817.76563,-21546.66797,45.02709,17361.00391,-30548.80078,2019.5.2
251,2019,VL3,5,3,4,0.06956,0.504992366,0.000411,35.96215,15036.0918,-11974.05859,51.11635,12204.73535,-17986.03711,2019.5.3
252,2019,VL4,37,1,4,0.0741,0.521837354,0.00114,166.06859,24122.21094,-27590.69336,168.38568,27597.73242,-19810.57031,2019.37.1
253,2019,VL4,37,2,4,0.0726,0.592934847,0.0008,85.18637,22288.67383,-24003.5625,79.50133,26116.26758,-19517.95703,2019.37.2
254,2019,VL4,37,3,4,0.08863,0.51018393,0.001023,113.37751,24543.79883,-25421.57227,104.18225,25303.84961,-19730.66797,2019.37.3
255,2015,VH1,27,1,8,0.04064,0.283429801,0.000931,100.23099,5958.510254,-5622.04248,94.03412,4532.692871,-4596.159668,2015.27.1
256,2015,VH1,27,2,8,0.03884,0.249760449,0.001336,59.82929,4771.148926,-4984.64502,62.40332,3832.40918,-2795.843994,2015.27.2
257,2015,VH1,27,3,8,0.02884,0.304314852,0.0012,60.22814,2942.836426,-4519.390625,65.03456,5390.180664,-2294.009521,2015.27.3
258,2015,VH2,32,1,8,0.04423,0.27876699,0.00147,49.07199,4102.038574,-4042.568115,58.36542,3046.863281,-2928.723389,2015.32.1
259,2015,VH2,32,2,8,0.02809,0.217020571,0.000778,43.48941,3615.425781,-3202.153564,39.14827,2801.10083,-2712.482666,2015.32.2
260,2015,VH2,32,3,8,0.03135,0.168265164,0.000654,75.21812,2999.089355,-2140.542969,73.52194,2823.812256,-2266.929688,2015.32.3
261,2015,VH3,30,1,8,0.08909,0.483157873,0.003695,55.47518,11268.54883,-7829.41748,80.29102,7351.016602,-9542.852539,2015.30.1
262,2015,VH3,30,2,8,0.0545,0.365021884,0.001582,103.6073,7470.804688,-7774.143066,94.56136,8039.10791,-5403.772461,2015.30.2
263,2015,VH3,30,3,8,0.05395,0.326053083,0.001092,115.36604,5942.794434,-6336.008789,105.92203,6110.239258,-4226.762695,2015.30.3
264,2015,M1,8,1,8,0.03923,0.35437572,0.001472,24.53572,4053.624023,-4918.799805,47.36476,5393.045898,-3137.450195,2015.8.1
265,2015,M1,8,2,8,0.05811,0.317475736,0.001956,17.79539,5994.123047,-7335.993652,63.21125,4350.066406,-4290.161133,2015.8.2
266,2015,M1,8,3,8,0.04116,0.337577105,0.001025,29.37697,4120.407715,-5138.95166,28.90525,3212.468018,-2659.239014,2015.8.3
267,2015,M2,35,1,8,0.04705,0.262541115,0.002855,44.20526,5057.07959,-4824.824707,71.86415,4770.040527,-3568.041016,2015.35.1
268,2015,M2,35,2,8,0.06179,0.326985359,0.001169,19.97492,5509.834473,-5450.943848,58.90567,5862.326172,-4915.813965,2015.35.2
269,2015,M2,35,3,8,0.05691,0.375896633,0.002413,43.28095,4445.20166,-5132.419922,46.25592,3123.518311,-6247.181152,2015.35.3
270,2015,M3,34,1,8,0.04694,0.375987947,0.001358,65.5944,4547.869141,-3514.009033,57.11012,3861.372803,-5773.786133,2015.34.1
271,2015,M3,34,2,8,0.04139,0.390266061,0.000999,46.03671,3178.587158,-3135.486328,67.63049,3433.263184,-3637.337646,2015.34.2
272,2015,M3,34,3,8,0.03856,0.262402773,0.001504,43.29949,4789.656738,-5174.467285,51.22835,3254.131348,-3204.435303,2015.34.3
273,2015,VL1,15,1,8,0.06108,0.351551116,0.002474,36.81396,8191.126465,-4848.26709,11.8212,5586.695801,-5202.452637,2015.15.1
274,2015,VL1,15,2,8,0.08429,0.420663476,0.000684,15.50826,8436.457031,-8568.344727,8.12581,8409.835938,-9447.706055,2015.15.2
275,2015,VL1,15,3,8,0.08158,0.396639347,0.004313,14.66485,5896.391113,-5513.351074,22.43025,4497.808105,-5721.769531,2015.15.3
276,2015,VL3,19,1,8,0.09234,0.414699316,0.002004,71.11422,7769.830078,-5592.206543,53.40627,4774.064453,-5779.615723,2015.19.1
277,2015,VL3,19,2,8,0.05752,0.394753218,0.002499,35.52824,4608.348145,-5151.856445,30.63109,3433.978027,-4640.461426,2015.19.2
278,2015,VL3,5,1,8,0.07599,0.335309625,0.005353,23.28326,6033.78418,-4716.907227,34.44891,3701.645264,-4458.953125,2015.5.1
279,2015,VL3,5,2,8,0.07006,0.401912451,0.00299,12.8722,11520.50293,-5556.243164,-4.72855,8580.915039,-12619.85059,2015.5.2
280,2015,VL3,5,3,8,0.05123,0.244960904,0.002742,-3.46423,4131.487305,-3179.323486,24.75478,2561.91748,-4196.990234,2015.5.3
281,2016a,VH1,27,1,8,0.03149,0.209958851,0.000603,53.45467,2984.080811,-3882.893311,55.77233,3159.335693,-3507.68457,2016a.27.1
282,2016a,VH1,27,2,8,0.0255,0.192521989,0.00032,54.45653,3472.393311,-3103.218262,47.84859,3339.529785,-2692.747314,2016a.27.2
283,2016a,VH1,27,3,8,0.01337,0.225594938,0.000145,54.81245,2749.197021,-2071.036621,53.89542,2641.237793,-1340.661499,2016a.27.3
284,2016a,VH2,32,1,8,0.04083821,0.304180086,0.000884,23.48278741,4706.019531,-4269.288574,34.79698861,5896.983398,-4301.893555,2016a.32.1
285,2016a,VH2,32,2,8,0.024942979,0.227979779,0.000682,46.24572738,2509.940186,-2946.835205,42.45775243,3513.76709,-1862.000244,2016a.32.2
286,2016a,VH2,32,3,8,0.021776131,0.229740024,0.000347,44.19364385,2983.11084,-2738.994141,36.22470205,2137.090576,-1813.605347,2016a.32.3
287,2016a,VH3,30,1,8,0.06372,0.372294128,0.002999,79.34778,6476.299316,-5385.699707,87.88472,5659.439941,-8134.275879,2016a.30.1
288,2016a,VH3,30,2,8,0.03879,0.273097992,0.001161,114.67007,5811.326172,-4669.67334,97.94514,3392.261719,-2166.341797,2016a.30.2
289,2016a,VH3,30,3,8,0.04933405,0.296837151,0.001022,73.64432657,4706.146484,-5161.257324,74.11860485,4017.191162,-2446.048828,2016a.30.3
290,2016a,M1,8,1,8,0.03412,0.273847401,0.001298,11.55316,3109.921631,-2619.943604,34.53079,3130.555908,-2082.164063,2016a.8.1
291,2016a,M1,8,2,8,0.04584,0.292051435,0.002836,22.6121,3196.772461,-3120.266602,52.62577,4818.54248,-3819.730957,2016a.8.2
292,2016a,M1,8,3,8,0.03889,0.335133493,0.00048,8.88733,4161.200195,-4008.067139,14.01829,2824.553955,-3775.518555,2016a.8.3
293,2016a,M2,35,1,8,0.04200558,0.222441971,0.001697,30.96876177,3153.798096,-3952.076904,44.96041864,3240.259033,-2983.723389,2016a.35.1
294,2016a,M2,35,2,8,0.050447963,0.274516761,0.00098,24.84366201,4324.969238,-4174.571777,53.54889025,4354.575684,-3014.107422,2016a.35.2
295,2016a,M3,34,1,8,0.044551065,0.372597933,0.001876,75.33315487,3474.762695,-4073.293701,70.61765839,3577.598877,-2880.27417,2016a.34.1
296,2016a,M3,34,2,8,0.038676426,0.330387414,0.002748,38.92738224,3555.323242,-4550.231445,59.19409115,2646.94043,-3138.963867,2016a.34.2
297,2016a,M3,34,3,8,0.036472159,0.259721756,0.00159,49.67135654,6782.375488,-6916.095215,54.55900367,3813.508301,-3525.84668,2016a.34.3
298,2016a,VL1,15,1,8,0.0564,0.340559483,0.002222,50.07544,7738.239746,-7456.544434,25.91006,4089.851318,-5135.603027,2016a.15.1
299,2016a,VL3,5,1,8,0.09323,0.406489432,0.003808,59.81445,6360.026367,-6827.635742,59.93289,6704.09375,-7450.342285,2016a.5.1
300,2016a,VL3,5,2,8,0.06408,0.340557694,0.001996,26.94285,6273.856445,-4790.662109,29.21566,5017.664551,-6411.181641,2016a.5.2
301,2016a,VL3,5,3,8,0.06356,0.348846257,0.002393,13.1648,5772.510742,-5256.840332,23.45784,5055.273438,-5950.343262,2016a.5.3
302,2016b,VH1,27,1,8,0.03317,0.21765238,0.001207,51.87973,4368.560059,-3118.253418,45.20863,4207.666016,-2558.66748,2016b.27.1
303,2016b,VH1,27,2,8,0.02512,0.173362017,0.000179,31.59213,2068.105469,-2531.79541,26.8736,2577.085449,-2476.906494,2016b.27.2
304,2016b,VH1,27,3,8,0.01497,0.255982935,0.000253,43.72287,2716.61084,-3566.160156,43.68291,3671.06543,-1584.841919,2016b.27.3
305,2016b,VH2,32,1,8,0.03877,0.304551363,0.001144,32.4197,4012.756348,-3946.839355,43.79892,4036.657471,-3442.340088,2016b.32.1
306,2016b,VH2,32,2,8,0.02705,0.192357123,0.000487,46.65394,2834.779053,-3746.882568,41.58377,2538.847168,-2111.912598,2016b.32.2
307,2016b,VH2,32,3,8,0.02506,0.252399266,0.000498,70.35539,2709.923828,-2187.48877,67.70496,2204.327637,-1912.302856,2016b.32.3
308,2016b,VH3,30,1,8,0.07415,0.431399465,0.001188,86.71776,9301.294922,-8414.551758,95.64662,8527.021484,-5731.45752,2016b.30.1
309,2016b,VH3,30,2,8,0.04767,0.303959429,0.001671,106.20436,5175.212402,-4471.200195,94.97051,4463.312012,-3561.405029,2016b.30.2
310,2016b,VH3,30,3,8,0.05466,0.325424433,0.001848,96.54174,4995.124023,-4399.516113,94.47824,3663.058594,-3390.506836,2016b.30.3
311,2016b,M1,8,1,8,0.04015,0.312990844,0.001939,30.26482,3588.845703,-2898.603027,44.1622,6099.998047,-3914.776855,2016b.8.1
312,2016b,M1,8,2,8,0.0448,0.262102067,0.002733,5.79725,3651.904053,-4478.488281,47.29637,3572.200928,-2931.673584,2016b.8.2
313,2016b,M1,8,3,8,0.04291,0.334850788,0.000427,14.03768,4179.359375,-4816.235352,17.08345,3700.302246,-2826.072754,2016b.8.3
314,2016b,M2,35,1,8,0.04063,0.221665204,0.001288,31.17565,2692.216797,-2403.466064,49.77433,2393.984131,-2795.326416,2016b.35.1
315,2016b,M2,35,2,8,0.04719,0.254697919,0.000616,28.57664,3988.38501,-3731.138916,54.49012,4007.480957,-2918.828125,2016b.35.2
316,2016b,M2,35,3,8,0.05698,0.259696364,0.002656,26.3146,6147.648926,-6363.657715,36.99641,4288.496582,-3872.056396,2016b.35.3
317,2016b,M3,34,1,8,0.04531,0.372828126,0.001158,85.53702,5193.919434,-4409.752441,82.83092,4337.391113,-3424.327637,2016b.34.1
318,2016b,M3,34,2,8,0.03933,0.287726104,0.001966,37.72017,3020.660156,-3038.955322,56.37558,2641.45166,-3210.164795,2016b.34.2
319,2016b,M3,34,3,8,0.02817,0.224919379,0.001104,19.96662,3338.48291,-3166.164307,26.39563,2800.734375,-2446.310303,2016b.34.3
320,2016b,VL1,15,1,8,0.06661,0.348436236,0.001149,79.59942,8085.016113,-8080.810059,61.97491,4991.664063,-4887.749023,2016b.15.1
321,2016b,VL1,15,2,8,0.07488,0.424394369,0.000191,50.44387,6718.848145,-7291.683594,49.669,5540.706543,-7171.305176,2016b.15.2
322,2016b,VL1,15,3,8,0.09546,0.378428936,0.005328,65.56557,6768.088379,-6089.496094,60.67959,5530.274414,-5476.239746,2016b.15.3
323,2016b,VL3,19,1,8,0.05262,0.319191635,0.000709,55.10466,3536.756348,-2829.273438,50.56656,3229.397461,-2963.808594,2016b.19.1
324,2016b,VL3,19,2,8,0.04986,0.313704669,0.002807,64.43602,3164.370605,-3569.258789,64.15973,2877.149658,-3881.300293,2016b.19.2
325,2016b,VL3,5,1,8,0.08278,0.374737859,0.003684,50.17577,5970.499512,-5606.13623,49.90955,5917.866699,-4766.272461,2016b.5.1
326,2016b,VL3,5,2,8,0.04647,0.324920714,0.000963,-3.42929,4317.770508,-4268.937012,-1.7288,2877.685547,-5833.88916,2016b.5.2
327,2016b,VL3,5,3,8,0.05728,0.350275815,0.002319,22.15684,5883.45166,-5805.517578,30.91692,4678.310059,-5778.738281,2016b.5.3
328,2017,VH1,27,1,8,0.03305,0.216619611,0.000945,45.15949,4780.994141,-3565.166748,48.15578,2759.065186,-3147.332275,2017.27.1
329,2017,VH1,27,2,8,0.03259,0.223369896,0.000155,68.53732,3714.073975,-3344.151611,57.41853,3189.658203,-2852.095703,2017.27.2
330,2017,VH1,27,3,8,0.02013,0.232933819,0.000322,70.52735,3148.17334,-2997.254639,74.63654,3666.2146,-2125.802246,2017.27.3
331,2017,VH2,32,1,8,0.04129,0.261668503,0.000475,56.96381,4752.601563,-4518.452637,63.78579,3782.238525,-2843.431152,2017.32.1
332,2017,VH2,32,2,8,0.02745,0.220954657,0.000471,60.69723,3073.678955,-2364.842529,61.8718,2772.195557,-2399.219482,2017.32.2
333,2017,VH2,32,3,8,0.0257,0.23978889,0.000657,67.99377,2537.907227,-2261.978027,69.24631,3447.081055,-2454.959717,2017.32.3
334,2017,VH3,30,1,8,0.05916,0.355633497,0.00164,24.10545,8010.230469,-6316.856934,42.63506,5582.402832,-4230.629395,2017.30.1
335,2017,VH3,30,2,8,0.04809,0.281190038,0.003117,79.70926,6616.356934,-5377.133789,76.22299,4955.825195,-5315.576172,2017.30.2
336,2017,VH3,30,3,8,0.05351,0.332566559,0.001951,71.67716,4478.327148,-6642.61377,79.79804,4631.480469,-4906.714355,2017.30.3
337,2017,M1,8,1,8,0.04881,0.325427115,0.002777,19.73777,3843.491211,-4352.182617,38.2848,4981.033203,-3158.211426,2017.8.1
338,2017,M1,8,2,8,0.04427,0.346435368,0.001832,-18.00029,7638.592285,-5179.271484,10.06314,4335.307129,-7126.806152,2017.8.2
339,2017,M1,8,3,8,0.04165,0.342056632,0.000311,36.55111,5336.614258,-5651.022949,32.07766,4132.751465,-4977.452637,2017.8.3
340,2017,M2,35,1,8,0.0491,0.25127691,0.002249,44.14344,4120.276855,-3497.177002,55.57789,3084.187744,-3275.086182,2017.35.1
341,2017,M2,35,2,8,0.05356,0.259204865,0.001151,41.23725,4446.518066,-3784.996338,58.36729,3704.172363,-3681.733154,2017.35.2
342,2017,M2,35,3,8,0.0531,0.313781679,0.0018,26.76467,4974.367188,-5158.485352,53.52612,3382.036377,-4028.959717,2017.35.3
343,2017,M3,34,1,8,0.03569,0.328230679,0.00107,71.6109,3145.016602,-2601.380615,64.22174,2490.44873,-2494.831055,2017.34.1
344,2017,M3,34,2,8,0.03643,0.28753829,0.002461,40.88011,3230.014648,-2666.434814,54.91761,3509.228027,-3695.593262,2017.34.2
345,2017,M3,34,3,8,0.02721,0.218636513,0.001407,20.04608,3760.236572,-3137.952637,25.80827,2999.000977,-2770.112793,2017.34.3
346,2017,VL1,15,1,8,0.06606,0.335588574,0.001221,64.32564,5511.166016,-3994.203613,59.99199,3659.210693,-4558.797363,2017.15.1
347,2017,VL1,15,2,8,0.06633,0.464396954,0.000377,55.85606,7263.86377,-7470.144531,41.90368,5387.864746,-5285.599121,2017.15.2
348,2017,VL1,15,3,8,0.07555,0.341182351,0.00442,30.62407,3067.55835,-3546.090576,36.20706,3426.112549,-3374.714844,2017.15.3
349,2017,VL3,19,1,8,0.05259,0.297308803,0.000826,54.4811,4349.929688,-3517.60498,37.44998,3545.619873,-4203.212891,2017.19.1
350,2017,VL3,19,2,8,0.05949,0.369946718,0.003162,76.75354,4867.226074,-5046.023926,74.62724,3990.66626,-4625.428711,2017.19.2
351,2017,VL3,19,3,8,0.05566,0.387097061,0.001421,57.29808,5620.499023,-6574.024902,30.90956,4358.756836,-6525.195801,2017.19.3
352,2017,VL3,5,1,8,0.07035,0.354782641,0.00197,36.49294,4857.303711,-3704.52124,24.31188,3660.208008,-4187.67627,2017.5.1
353,2017,VL3,5,2,8,0.0445,0.331705511,0.001247,13.45506,5850.808594,-3227.81665,12.96981,2617.678711,-5855.082031,2017.5.2
354,2017,VL3,5,3,8,0.05403,0.327645898,0.002661,39.64218,4709.814453,-4575.181641,43.00937,4606.939941,-5585.61377,2017.5.3
355,2017,VL4,37,1,8,0.04576,0.354422808,0.001222,91.68273,7338.718262,-6343.65918,67.9934,5749.367676,-4368.195313,2017.37.1
356,2017,VL4,37,2,8,0.04002,0.308860719,0.000809,43.59312,3902.893311,-3352.158936,46.37113,2470.450928,-3401.436768,2017.37.2
357,2017,VL4,37,3,8,0.06838,0.453241467,0.001734,94.81976,7143.823242,-6746.230957,87.26583,7740.579102,-6541.992188,2017.37.3
358,2019,VH1,27,1,8,0.03298,0.221977711,0.001683,65.07078,3664.369873,-2980.837158,69.30982,2488.208252,-2440.67334,2019.27.1
359,2019,VH1,27,2,8,0.03533,0.274432123,0.001219,59.31821,2819.155029,-3112.728516,66.07782,4068.361328,-2742.920654,2019.27.2
360,2019,VH1,27,3,8,0.01676,0.200331569,0.000199,53.36077,1746.666382,-2513.623291,54.63005,2589.770264,-1324.905273,2019.27.3
361,2019,VH2,32,1,8,0.05135,0.29555285,0.001489,64.85006,4012.686279,-4245.419922,66.35421,4128.064941,-3204.201904,2019.32.1
362,2019,VH2,32,2,8,0.03701,0.217434347,0.000752,82.62462,3584.843018,-3470.699219,84.66793,3270.040771,-4348.728027,2019.32.2
363,2019,VH2,32,3,8,0.04305,0.412724257,0.001084,81.54453,7674.133789,-4662.927246,84.90743,4644.541016,-5101.179688,2019.32.3
364,2019,VH3,30,1,8,0.05871,0.31112659,0.001256,93.28683,6522.415527,-4658.277832,100.44616,3993.32251,-6006.508789,2019.30.1
365,2019,VH3,30,2,8,0.03788,0.292897046,0.000997,113.76353,4001.153564,-3894.328369,102.21711,4065.991699,-3366.059082,2019.30.2
366,2019,VH3,30,3,8,0.05628,0.347793758,0.001316,103.84456,5565.712402,-4755.209961,95.8256,5880.351563,-4495.45459,2019.30.3
367,2019,M1,8,1,8,0.04827,0.297370017,0.003186,31.16821,3857.100342,-4084.057861,54.665,4235.955566,-3226.65625,2019.8.1
368,2019,M1,8,2,8,0.04284,0.26300931,0.001034,-9.71348,3874.338623,-4631.971191,35.87365,2882.60376,-2899.036377,2019.8.2
369,2019,M1,8,3,8,0.03872,0.336018085,0.000856,38.23999,5925.225586,-6513.527344,32.17003,3167.324219,-3682.885742,2019.8.3
370,2019,M2,35,1,8,0.04951,0.267504752,0.001696,58.94959,4729.678711,-3524.625244,76.77435,4045.169434,-3214.14502,2019.35.1
371,2019,M2,35,2,8,0.05811,0.305920184,0.003907,23.45675,5194.428223,-4908.103516,47.07426,4951.891113,-6606.259277,2019.35.2
372,2019,M2,35,3,8,0.07011,0.321062028,0.004879,42.29086,5629.165527,-6831.912109,62.05684,6228.219238,-5612.940918,2019.35.3
