"","year","hum_dist","region","site","site.ppq","year.site.ppq","Dead_Branching","Dead_Columnar","Dead_Foliose","Dead_Massive","Dead_SoftCoral","Dead_Tabulate","Live_Branching","Live_Columnar","Live_Digitate","Live_Encrusting","Live_Encrusting_Columnar","Live_Foliose","Live_FreeLiving","Live_Massive","Live_Massive_Grooved","Live_Porites","Live_SubMassive","Live_Tabulate","Macroalgae","NonCoral_Branching","NonCoral_Encrusting","NonCoral_Massive","NonCoral_SubMassive","Rubble","Sand","SoftCoral_Nodular","SoftCoral_Plating"
"31","2017","Very High","N.Lagoon","30","30.2","2017.30.2",3.36209859733188,0,0,26.06859727504,0,0,0.0681149425445307,0,0,0.344160038446685,0,0,0,0.322922917433259,0,0.751244417213736,0.764936114055333,0,1.19042807977137,0,0,0,0,67.1274976181632,0,0,0
"32","2017","Very High","N.Lagoon","30","30.3","2017.30.3",2.53258726589197,0,0,50.0212166233165,0,0,0,0,0,0.223100834320684,0,0,0,0.414478211261615,0,7.9314326194702,6.16823286666337,0,8.41796929031941,0,0,0,0,24.137666815896,0.153315472860301,0,0
"33","2017","Very High","N.Lagoon","32","32.1","2017.32.1",0.421468962430187,0,0,41.4110018097908,0,0,0.0319001309250104,0,0,0,0,0,0.0396448153260083,0.0163734083397302,0,0,0,0,0.462470965215534,0,0,0,0,53.7431354641176,3.83671914250655,0.0372853013485338,0
"34","2017","Very High","N.Lagoon","32","32.2","2017.32.2",1.35425867797425,0,0,37.3210944284753,0,0,0.0113574486287738,0,0,0.087431749944321,0,0,0.00428948169761826,0.184647514182918,0,0,0,0,0,0,0,0,0,61.0197190657971,0.0172016332997647,0,0
"35","2017","Very High","N.Lagoon","32","32.3","2017.32.3",0.320510217176943,0,0,31.9858050299698,0,0,0.121611190828727,0,0,0.0331831604239297,0,0.0054482613236051,0,0.0152701269207464,0,0,0,0,0.464226853605343,0,0,0.0236924391503561,0,50.5202777163738,16.5099750042268,0,0
"36","2017","Medium","S.Lagoon","8","8.1","2017.8.1",3.42878452225943,0,0,63.6819162655135,0,0,0.133205863806452,0,0,1.40373057622702,0,0,0.246766595529842,3.73233148365097,0,2.56743449254188,0.846764534196428,0,3.56191542848719,0,0,0.08633239126232,0,19.9518584950829,0.358959351442043,0,0
"37","2017","Medium","S.Lagoon","8","8.2","2017.8.2",6.82106250782781,0,0,31.9505316974245,0,0.350567053343399,0.0383480540345882,0,0,2.1351726739975,0,0,0.212485324326528,10.15748063467,0.344514070062813,2.44238812365951,2.94055676826912,0,42.6068930923842,0,0,0,0,0,0,0,0
"38","2017","Medium","S.Lagoon","8","8.3","2017.8.3",3.31794134545013,0,2.6466298189661,56.1704768277928,0,0,0.0419316060292105,0,0,0.576622018288823,0,0,0.29658057617623,0.743187144204142,0.279498254244139,1.69016963569826,0.158779433134135,0,23.3940650669139,0,0,0.0133174680852153,0,3.28734176219385,7.36837465328069,0.0150843895423723,0
"39","2017","Medium","S.Lagoon","34","34.1","2017.34.1",6.73855490905718,0,0,35.79104745205,0,0,0.00847188829226182,0,0,1.44896719016578,0,0,0.105527685806776,1.90674838579047,0.00666405341017504,4.91380118603942,0.154887812001131,0,44.2045676132739,0,0,0,0,0.708559063337059,4.01220276077582,0,0
"40","2017","Medium","S.Lagoon","34","34.2","2017.34.2",4.4222185345818,0,0,50.7085338904183,0,0,0.205983932866013,0,0,1.11984909792328,0,0,0.287050954745303,1.52662692550571,0,1.88171047419024,0.506918708076468,0,32.3101047169827,0,0,0,0,5.79586736810667,1.23513539660354,0,0
"41","2017","Medium","S.Lagoon","34","34.3","2017.34.3",8.25211575283431,0,0,30.2945657584174,0,0,0.100291988785679,0,0,1.31960079155982,0,0,0.111507796596649,0.666984458209906,0.0923090090682067,1.44792920329429,0.29660268784264,0,51.497458978539,0,0,0,0,2.55172323671987,3.36891033813214,0,0
