"","year","pub.site","site","ppq","hum_dist","hdist.cont","sqrt.hdist.cont","island.side","region.3","DEM","year.site.ppq","area_2d","area_3d","rug","vrm","vrm.range","curv","pro.curv","pro.range.log","plan.curv","plan.range.log"
"216","2017","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2017.34.1",16.00947,20.93051,1.30738,0.04566,0.329197368,-11.23639,104.504,10.3244746675753,93.26761,9.97236843839959
"217","2017","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2017.34.2",16.00545,20.79294,1.29912,0.05061,0.335572851,16.14764,75.3204,9.98928682631287,91.46804,9.84779314015818
"218","2017","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2017.34.3",16.00539,20.07767,1.25443,0.03528,0.289129761,8.08799,49.05084,10.5124664697168,57.13883,10.0857207468429
"219","2017","VL1","15",1,"Very Low",0,0,"Windward","Windward",4,"2017.15.1",15.97992,25.74505,1.61109,0.07982,0.467043257,3.01563,96.16144,10.5125197436145,99.17707,10.489501623989
"220","2017","VL1","15",2,"Very Low",0,0,"Windward","Windward",4,"2017.15.2",16.00776,25.91718,1.61904,0.08536,0.549008187,-19.75416,67.89907,10.9301102966743,48.14491,10.7863707917019
"221","2017","VL1","15",3,"Very Low",0,0,"Windward","Windward",4,"2017.15.3",16.00493,29.2153,1.82539,0.11623,0.610578639,10.97636,24.69134,11.006384366835,35.6677,10.6830910242416
"222","2017","VL3","19",1,"Very Low",0,0,"Windward","Windward",4,"2017.19.1",16.00482,22.61956,1.4133,0.07359,0.467777933,-12.21326,61.50754,10.3160585710887,49.29428,10.3159183180253
"223","2017","VL3","19",2,"Very Low",0,0,"Windward","Windward",4,"2017.19.2",16.00368,24.09181,1.50539,0.08814,0.438509289,0.04061,105.00776,10.5491649175202,105.04837,10.3676779614606
"224","2017","VL3","19",3,"Very Low",0,0,"Windward","Windward",4,"2017.19.3",16.00214,23.85145,1.49052,0.07429,0.565337848,-12.86725,74.28276,11.1883220920564,61.4155,10.7868323374472
"225","2017","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",4,"2017.5.1",16.0064,24.96839,1.5599,0.07357,0.581420265,-17.04272,57.97883,10.3992046146213,40.93611,10.2232944161215
"226","2017","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",4,"2017.5.2",16.02332,21.87294,1.36507,0.05594,0.585922743,-4.96558,21.69055,10.6054534969886,16.72497,10.3481216961803
"227","2017","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",4,"2017.5.3",16.01441,23.23256,1.45073,0.06957,0.484974685,11.35182,39.97203,10.4534999252248,51.32385,10.5398079106266
"228","2017","VL4","37",1,"Very Low",0,0,"Leeward","South Shore",4,"2017.37.1",16.00379,22.70444,1.41869,0.06021,0.415860022,-24.1376,145.81675,11.0720299904203,121.67915,10.6953707672725
"229","2017","VL4","37",2,"Very Low",0,0,"Leeward","South Shore",4,"2017.37.2",16.00322,20.91945,1.3072,0.04641,0.516637613,3.3009,81.36217,10.1329715856452,84.66307,9.86249739189758
"230","2017","VL4","37",3,"Very Low",0,0,"Leeward","South Shore",4,"2017.37.3",16.00538,29.73528,1.857830305,0.0481664,0.470357276,-9.831686,193.7025676,11.0349638485336,183.84088,10.9471377155802
