KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth,Slope,Note
06_07_2015,19,SC,3,,Plectroglyphidodon dickii,8,43,,10:45,33,2,
06_07_2015,19,SC,3,,Plectroglyphidodon dickii,5,6,,10:45,33,2,
06_07_2015,19,SC,3,,Plectroglyphidodon johnstonianus,4,3,,10:45,33,2,
06_07_2015,19,SC,3,,Stegastes fasciolatus,7,15,,10:45,33,2,
06_07_2015,19,SC,3,,Stegastes fasciolatus,5,2,,10:45,33,2,
06_07_2015,19,SC,3,,Gomphosus varius,4,1,juv,10:45,33,2,
06_07_2015,19,SC,3,,Gomphosus varius,8,1,IP,10:45,33,2,
06_07_2015,19,SC,3,,Gomphosus varius,3,3,juv,10:45,33,2,
06_07_2015,19,SC,3,,Gomphosus varius,10,2,IP,10:45,33,2,
06_07_2015,19,SC,3,,Gomphosus varius,12,1,IP,10:45,33,2,
06_07_2015,19,SC,3,,Labroides dimidiatus,7,2,,10:45,33,2,
06_07_2015,19,SC,3,,Labroides rubrolabiatus,6,2,,10:45,33,2,
06_07_2015,19,SC,3,,Labroides rubrolabiatus,4,2,,10:45,33,2,
06_07_2015,19,SC,3,,Pseudocheilinus hexataenia,3,1,,10:45,33,2,
06_07_2015,19,SC,3,,Scarus oviceps,42,1,TP,10:45,33,2,
06_07_2015,19,SC,3,,Acanthurus nigricans,12,1,,10:45,33,2,
06_07_2015,19,SC,3,,Acanthurus nigrofuscus,10,11,,10:45,33,2,
06_07_2015,19,SC,3,,Melichthys niger,20,2,,10:45,33,2,
06_07_2015,19,SC,3,,Cantherhines dumerilii,20,1,,10:45,33,2,
06_07_2015,3,SC,1,,Myripristis berndti,23,3,,16:00,33,2,
06_07_2015,3,SC,1,,Cephalopholis urodeta,13,4,,16:00,33,2,
06_07_2015,3,SC,1,,Cephalopholis urodeta,18,3,,16:00,33,2,
06_07_2015,3,SC,1,,Cephalopholis urodeta,15,1,,16:00,33,2,
06_07_2015,3,SC,1,,Pseudanthias olivaceus,7,2,,16:00,33,2,
06_07_2015,3,SC,1,,Cirrhitichthys oxycephalus,6,1,,16:00,33,2,
06_07_2015,3,SC,1,,Paracirrhites arcatus,8,4,,16:00,33,2,
06_07_2015,3,SC,1,,Paracirrhites arcatus,12,2,,16:00,33,2,
06_07_2015,3,SC,1,,Cirripectes stigmaticus,10,1,,16:00,33,2,
06_07_2015,3,SC,1,,Cirripectes stigmaticus,7,1,,16:00,33,2,
06_07_2015,3,SC,1,,Cirripectes stigmaticus,5,1,,16:00,33,2,
06_07_2015,3,SC,1,,Chaetodon lunula,13,2,,16:00,33,2,
06_07_2015,3,SC,1,,Chromis margaritifer,3,32,,16:00,33,2,
06_07_2015,3,SC,1,,Chromis vanderbilti,3,50,,16:00,33,2,
06_07_2015,3,SC,1,,Chromis vanderbilti,2,30,,16:00,33,2,
06_07_2015,3,SC,1,,Plectroglyphidodon dickii,7,5,,16:00,33,2,
06_07_2015,3,SC,1,,Plectroglyphidodon dickii,5,17,,16:00,33,2,
06_07_2015,3,SC,1,,Plectroglyphidodon dickii,4,1,,16:00,33,2,
06_07_2015,3,SC,1,,Plectroglyphidodon johnstonianus,6,4,,16:00,33,2,
06_07_2015,3,SC,1,,Stegastes aureus,7,3,,16:00,33,2,
06_07_2015,3,SC,1,,Stegastes aureus,5,1,,16:00,33,2,
06_07_2015,3,SC,1,,Gomphosus varius,3,1,juv,16:00,33,2,
06_07_2015,3,SC,1,,Gomphosus varius,5,1,IP,16:00,33,2,
06_07_2015,3,SC,1,,Halichoeres hortulanus,21,1,IP,16:00,33,2,
06_07_2015,3,SC,1,,Labroides dimidiatus,7,1,,16:00,33,2,
06_07_2015,3,SC,1,,Labroides dimidiatus,10,1,,16:00,33,2,
06_07_2015,3,SC,1,,Labroides rubrolabiatus,5,1,,16:00,33,2,
06_07_2015,3,SC,1,,Pseudocheilinus hexataenia,5,2,,16:00,33,2,
06_07_2015,3,SC,1,,Pseudocheilinus hexataenia,4,1,,16:00,33,2,
06_07_2015,3,SC,1,,Pseudocheilinus octotaenia,4,2,,16:00,33,2,
06_07_2015,3,SC,1,,Acanthurus lineatus,22,1,,16:00,33,2,
06_07_2015,3,SC,1,,Acanthurus nigricans,20,2,,16:00,33,2,
06_07_2015,3,SC,1,,Ctenochaetus marginatus,10,2,,16:00,33,2,
06_07_2015,3,SC,1,,Melichthys niger,20,1,,16:00,33,2,
06_07_2015,3,SC,1,,Melichthys vidua,22,1,,16:00,33,2,
06_07_2015,3,SC,2,,Sargocentron tiere,22,2,,16:15,33,2,
06_07_2015,3,SC,2,,Cephalopholis urodeta,15,1,,16:15,33,2,
06_07_2015,3,SC,2,,Cephalopholis urodeta,20,1,,16:15,33,2,
06_07_2015,3,SC,2,,Cephalopholis urodeta,13,2,,16:15,33,2,
06_07_2015,3,SC,2,,Cephalopholis urodeta,10,1,,16:15,33,2,
06_07_2015,3,SC,2,,Epinephelus spilotoceps,23,2,,16:15,33,2,
06_07_2015,3,SC,2,,Paracirrhites arcatus,8,3,,16:15,33,2,
06_07_2015,3,SC,2,,Paracirrhites arcatus,5,2,,16:15,33,2,
06_07_2015,3,SC,2,,Paracirrhites forsteri,8,1,,16:15,33,2,
06_07_2015,3,SC,2,,Paracirrhites forsteri,10,1,,16:15,33,2,
06_07_2015,3,SC,2,,Paracirrhites hemistictus,20,1,,16:15,33,2,
06_07_2015,3,SC,2,,Forcipiger flavissimus,10,1,,16:15,33,2,
06_07_2015,3,SC,2,,Chromis margaritifer,4,28,,16:15,33,2,
06_07_2015,3,SC,2,,Chromis margaritifer,3,22,,16:15,33,2,
06_07_2015,3,SC,2,,Chromis vanderbilti,3,29,,16:15,33,2,
06_07_2015,3,SC,2,,Plectroglyphidodon dickii,6,12,,16:15,33,2,
06_07_2015,3,SC,2,,Plectroglyphidodon dickii,4,8,,16:15,33,2,
06_07_2015,3,SC,2,,Plectroglyphidodon johnstonianus,5,3,,16:15,33,2,
06_07_2015,3,SC,2,,Stegastes aureus,7,4,,16:15,33,2,
06_07_2015,3,SC,2,,Gomphosus varius,3,3,juv,16:15,33,2,
06_07_2015,3,SC,2,,Gomphosus varius,6,1,IP,16:15,33,2,
06_07_2015,3,SC,2,,Gomphosus varius,5,2,IP,16:15,33,2,
06_07_2015,3,SC,2,,Halichoeres ornatissimus,6,2,,16:15,33,2,
06_07_2015,3,SC,2,,Labroides dimidiatus,7,2,,16:15,33,2,
06_07_2015,3,SC,2,,Pseudocheilinus hexataenia,4,2,,16:15,33,2,
06_07_2015,3,SC,2,,Pseudocheilinus hexataenia,5,1,,16:15,33,2,
06_07_2015,3,SC,2,,Pseudocheilinus octotaenia,6,1,,16:15,33,2,
06_07_2015,3,SC,2,,Acanthurus lineatus,22,2,,16:15,33,2,
06_07_2015,3,SC,2,,Acanthurus nigricans,20,1,,16:15,33,2,
06_07_2015,3,SC,2,,Ctenochaetus marginatus,20,1,,16:15,33,2,
06_07_2015,3,SC,2,,Ctenochaetus marginatus,13,1,,16:15,33,2,
06_07_2015,3,SC,3,,Sargocentron tiere,22,1,,16:30,33,2,
06_07_2015,3,SC,3,,Cephalopholis argus,35,1,,16:30,33,2,
06_07_2015,3,SC,3,,Cephalopholis argus,28,1,,16:30,33,2,
06_07_2015,3,SC,3,,Cephalopholis urodeta,13,5,,16:30,33,2,
06_07_2015,3,SC,3,,Cephalopholis urodeta,10,2,,16:30,33,2,
06_07_2015,3,SC,3,,Cephalopholis urodeta,15,1,,16:30,33,2,
06_07_2015,3,SC,3,,Pseudanthias bartlettorum,5,60,,16:30,33,2,
06_07_2015,3,SC,3,,Paracirrhites arcatus,7,3,,16:30,33,2,
06_07_2015,3,SC,3,,Paracirrhites arcatus,10,2,,16:30,33,2,
06_07_2015,3,SC,3,,Paracirrhites forsteri,6,1,,16:30,33,2,
06_07_2015,3,SC,3,,Chaetodon ornatissimus,13,2,,16:30,33,2,
06_07_2015,3,SC,3,,Chromis margaritifer,4,7,,16:30,33,2,
06_07_2015,3,SC,3,,Chromis margaritifer,3,11,,16:30,33,2,
06_07_2015,3,SC,3,,Chromis vanderbilti,3,134,,16:30,33,2,
06_07_2015,3,SC,3,,Plectroglyphidodon dickii,6,6,,16:30,33,2,
06_07_2015,3,SC,3,,Plectroglyphidodon dickii,4,8,,16:30,33,2,
06_07_2015,3,SC,3,,Plectroglyphidodon dickii,3,1,,16:30,33,2,
06_07_2015,3,SC,3,,Plectroglyphidodon johnstonianus,5,7,,16:30,33,2,
06_07_2015,3,SC,3,,Plectroglyphidodon johnstonianus,3,2,,16:30,33,2,
06_07_2015,3,SC,3,,Stegastes aureus,7,6,,16:30,33,2,
06_07_2015,3,SC,3,,Gomphosus varius,4,1,,16:30,33,2,
06_07_2015,3,SC,3,,Gomphosus varius,3,1,,16:30,33,2,
06_07_2015,3,SC,3,,Hemigymnus fasciatus,23,1,,16:30,33,2,
06_07_2015,3,SC,3,,Labroides dimidiatus,6,1,,16:30,33,2,
06_07_2015,3,SC,3,,Labroides dimidiatus,8,1,,16:30,33,2,
06_07_2015,3,SC,3,,Pseudocheilinus hexataenia,4,3,,16:30,33,2,
06_07_2015,3,SC,3,,Pseudocheilinus octotaenia,5,2,,16:30,33,2,
06_07_2015,3,SC,3,,Thalassoma quinquevittatum,11,1,,16:30,33,2,
06_07_2015,3,SC,3,,Acanthurus lineatus,22,2,,16:30,33,2,
06_07_2015,3,SC,3,,Acanthurus nigricans,20,2,,16:30,33,2,
06_07_2015,3,SC,3,,Acanthurus nigricans,13,2,,16:30,33,2,
06_07_2015,3,SC,3,,Balistapus undulatus,10,1,,16:30,33,2,
06_07_2015,3,SC,3,,Parupeneus insularis,24,1,,16:30,33,2,
07_07_2015,25,SC,1,,Cephalopholis urodeta,12,2,,08:50,35,2,
07_07_2015,25,SC,1,,Cephalopholis urodeta,10,4,,08:50,35,2,
07_07_2015,25,SC,1,,Pseudanthias olivaceus,5,12,,08:50,35,2,
07_07_2015,25,SC,1,,Paracirrhites forsteri,6,1,,08:50,35,2,
07_07_2015,25,SC,1,,Cirripectes stigmaticus,5,1,,08:50,35,2,
07_07_2015,25,SC,1,,Chromis margaritifer,4,3,,08:50,35,2,
07_07_2015,25,SC,1,,Chromis margaritifer,3,26,,08:50,35,2,
07_07_2015,25,SC,1,,Chromis vanderbilti,3,70,,08:50,35,2,
07_07_2015,25,SC,1,,Plectroglyphidodon dickii,5,4,,08:50,35,2,
07_07_2015,25,SC,1,,Plectroglyphidodon dickii,3,4,,08:50,35,2,
07_07_2015,25,SC,1,,Plectroglyphidodon johnstonianus,4,1,,08:50,35,2,
07_07_2015,25,SC,1,,Stegastes aureus,7,5,,08:50,35,2,
07_07_2015,25,SC,1,,Stegastes aureus,5,1,,08:50,35,2,
07_07_2015,25,SC,1,,Coris gaimard,23,1,TP,08:50,35,2,
07_07_2015,25,SC,1,,Gomphosus varius,3,1,,08:50,35,2,
07_07_2015,25,SC,1,,Gomphosus varius,4,3,,08:50,35,2,
07_07_2015,25,SC,1,,Halichoeres hortulanus,20,1,TP,08:50,35,2,
07_07_2015,25,SC,1,,Halichoeres ornatissimus,4,3,,08:50,35,2,
07_07_2015,25,SC,1,,Labroides dimidiatus,8,2,,08:50,35,2,
07_07_2015,25,SC,1,,Labroides dimidiatus,5,1,,08:50,35,2,
07_07_2015,25,SC,1,,Labroides rubrolabiatus,5,2,,08:50,35,2,
07_07_2015,25,SC,1,,Oxycheilinus unifasciatus,16,1,,08:50,35,2,
07_07_2015,25,SC,1,,Pseudocheilinus hexataenia,4,3,,08:50,35,2,
07_07_2015,25,SC,1,,Pseudocheilinus hexataenia,3,3,,08:50,35,2,
07_07_2015,25,SC,1,,Pseudocheilinus octotaenia,3,1,,08:50,35,2,
07_07_2015,25,SC,1,,Pseudocheilinus octotaenia,6,1,,08:50,35,2,
07_07_2015,25,SC,1,,Thalassoma amblycephalum,3,4,,08:50,35,2,
07_07_2015,25,SC,1,,Thalassoma quinquevittatum,10,1,,08:50,35,2,
07_07_2015,25,SC,1,,Chlorurus sordidus,32,1,TP,08:50,35,2,
07_07_2015,25,SC,1,,Scarus frenatus,25,1,IP,08:50,35,2,
07_07_2015,25,SC,1,,Scarus rubroviolaceus,23,1,IP,08:50,35,2,
07_07_2015,25,SC,1,,Acanthurus nigricans,20,3,,08:50,35,2,
07_07_2015,25,SC,1,,Balistapus undulatus,6,1,,08:50,35,2,
07_07_2015,25,SC,1,,Melichthys niger,22,2,,08:50,35,2,
07_07_2015,25,SC,1,,Parupeneus insularis,24,1,,08:50,35,2,
07_07_2015,25,SC,2,,Cephalopholis urodeta,11,2,,09:05,35,2,
07_07_2015,25,SC,2,,Cephalopholis urodeta,13,2,,09:05,35,2,
07_07_2015,25,SC,2,,Pseudanthias bartlettorum,3,20,,09:05,35,2,
07_07_2015,25,SC,2,,Pseudanthias bartlettorum,4,50,,09:05,35,2,
07_07_2015,25,SC,2,,Cirrhitichthys oxycephalus,3,1,,09:05,35,2,
07_07_2015,25,SC,2,,Cirrhitichthys oxycephalus,5,1,,09:05,35,2,
07_07_2015,25,SC,2,,Paracirrhites arcatus,8,3,,09:05,35,2,
07_07_2015,25,SC,2,,Paracirrhites arcatus,5,2,,09:05,35,2,
07_07_2015,25,SC,2,,Lutjanus gibbus,26,1,,09:05,35,2,
07_07_2015,25,SC,2,,Chanos chanos,90,1,,09:05,35,2,
07_07_2015,25,SC,2,,Cirripectes stigmaticus,6,2,,09:05,35,2,
07_07_2015,25,SC,2,,Chromis margaritifer,4,6,,09:05,35,2,
07_07_2015,25,SC,2,,Chromis margaritifer,3,10,,09:05,35,2,
07_07_2015,25,SC,2,,Chromis margaritifer,2,19,,09:05,35,2,
07_07_2015,25,SC,2,,Chromis vanderbilti,2,3,,09:05,35,2,
07_07_2015,25,SC,2,,Chromis vanderbilti,3,43,,09:05,35,2,
07_07_2015,25,SC,2,,Plectroglyphidodon dickii,6,2,,09:05,35,2,
07_07_2015,25,SC,2,,Plectroglyphidodon dickii,4,10,,09:05,35,2,
07_07_2015,25,SC,2,,Plectroglyphidodon johnstonianus,5,5,,09:05,35,2,
07_07_2015,25,SC,2,,Stegastes aureus,7,7,,09:05,35,2,
07_07_2015,25,SC,2,,Gomphosus varius,5,1,,09:05,35,2,
07_07_2015,25,SC,2,,Gomphosus varius,3,1,,09:05,35,2,
07_07_2015,25,SC,2,,Halichoeres ornatissimus,4,2,,09:05,35,2,
07_07_2015,25,SC,2,,Halichoeres ornatissimus,5,1,,09:05,35,2,
07_07_2015,25,SC,2,,Labroides dimidiatus,6,1,,09:05,35,2,
07_07_2015,25,SC,2,,Labroides dimidiatus,2,1,,09:05,35,2,
07_07_2015,25,SC,2,,Labroides dimidiatus,10,2,,09:05,35,2,
07_07_2015,25,SC,2,,Oxycheilinus unifasciatus,28,1,,09:05,35,2,
07_07_2015,25,SC,2,,Pseudocheilinus hexataenia,4,2,,09:05,35,2,
07_07_2015,25,SC,2,,Pseudocheilinus hexataenia,3,4,,09:05,35,2,
07_07_2015,25,SC,2,,Pseudocheilinus octotaenia,3,1,,09:05,35,2,
07_07_2015,25,SC,2,,Thalassoma quinquevittatum,8,2,,09:05,35,2,
07_07_2015,25,SC,2,,Thalassoma quinquevittatum,5,1,,09:05,35,2,
07_07_2015,25,SC,2,,Acanthurus nigricans,20,4,,09:05,35,2,
07_07_2015,25,SC,2,,Ctenochaetus marginatus,10,2,,09:05,35,2,
07_07_2015,25,SC,2,,Balistapus undulatus,20,2,,09:05,35,2,
07_07_2015,25,SC,2,,Balistapus undulatus,7,1,,09:05,35,2,
07_07_2015,25,SC,2,,Melichthys niger,20,3,,09:05,35,2,
07_07_2015,25,SC,2,,Melichthys vidua,22,1,,09:05,35,2,
07_07_2015,25,SC,3,,Cephalopholis argus,20,1,,09:20,35,2,
07_07_2015,25,SC,3,,Cephalopholis urodeta,20,1,,09:20,35,2,
07_07_2015,25,SC,3,,Cephalopholis urodeta,11,2,,09:20,35,2,
07_07_2015,25,SC,3,,Cephalopholis urodeta,8,1,,09:20,35,2,
07_07_2015,25,SC,3,,Cephalopholis urodeta,13,1,,09:20,35,2,
07_07_2015,25,SC,3,,Pseudanthias bartlettorum,4,20,,09:20,35,2,
07_07_2015,25,SC,3,,Paracirrhites arcatus,9,5,,09:20,35,2,
07_07_2015,25,SC,3,,Paracirrhites arcatus,11,1,,09:20,35,2,
07_07_2015,25,SC,3,,Paracirrhites hemistictus,23,1,,09:20,35,2,
07_07_2015,25,SC,3,,Cirripectes stigmaticus,4,2,,09:20,35,2,
07_07_2015,25,SC,3,,Cirripectes stigmaticus,6,2,,09:20,35,2,
07_07_2015,25,SC,3,,Centropyge flavissima,4,2,,09:20,35,2,
07_07_2015,25,SC,3,,Chromis margaritifer,2,2,,09:20,35,2,
07_07_2015,25,SC,3,,Chromis margaritifer,3,6,,09:20,35,2,
07_07_2015,25,SC,3,,Chromis margaritifer,4,4,,09:20,35,2,
07_07_2015,25,SC,3,,Chromis vanderbilti,3,54,,09:20,35,2,
07_07_2015,25,SC,3,,Plectroglyphidodon dickii,5,8,,09:20,35,2,
07_07_2015,25,SC,3,,Plectroglyphidodon dickii,3,5,,09:20,35,2,
07_07_2015,25,SC,3,,Plectroglyphidodon johnstonianus,5,4,,09:20,35,2,
07_07_2015,25,SC,3,,Plectroglyphidodon johnstonianus,4,2,,09:20,35,2,
07_07_2015,25,SC,3,,Stegastes aureus,7,3,,09:20,35,2,
07_07_2015,25,SC,3,,Gomphosus varius,7,2,,09:20,35,2,
07_07_2015,25,SC,3,,Gomphosus varius,5,1,,09:20,35,2,
07_07_2015,25,SC,3,,Gomphosus varius,3,1,,09:20,35,2,
07_07_2015,25,SC,3,,Halichoeres ornatissimus,5,2,,09:20,35,2,
07_07_2015,25,SC,3,,Halichoeres ornatissimus,3,1,,09:20,35,2,
07_07_2015,25,SC,3,,Labroides dimidiatus,6,4,,09:20,35,2,
07_07_2015,25,SC,3,,Labroides dimidiatus,3,2,,09:20,35,2,
07_07_2015,25,SC,3,,Pseudocheilinus hexataenia,3,3,,09:20,35,2,
07_07_2015,25,SC,3,,Pseudocheilinus hexataenia,4,2,,09:20,35,2,
07_07_2015,25,SC,3,,Pseudocheilinus octotaenia,4,2,,09:20,35,2,
07_07_2015,25,SC,3,,Pseudocheilinus octotaenia,6,1,,09:20,35,2,
07_07_2015,25,SC,3,,Pseudocheilinus octotaenia,3,1,,09:20,35,2,
07_07_2015,25,SC,3,,Thalassoma quinquevittatum,7,2,,09:20,35,2,
07_07_2015,25,SC,3,,Acanthurus nigricans,20,3,,09:20,35,2,
07_07_2015,25,SC,3,,Ctenochaetus marginatus,20,3,,09:20,35,2,
07_07_2015,25,SC,3,,Balistapus undulatus,5,1,,09:20,35,2,
07_07_2015,25,SC,3,,Melichthys vidua,22,1,,09:20,35,2,
07_07_2015,30,SC,1,,Cephalopholis argus,28,1,,14:45,37,1,
07_07_2015,30,SC,1,,Cephalopholis urodeta,12,2,,14:45,37,1,
07_07_2015,30,SC,1,,Pseudanthias bartlettorum,4,30,,14:45,37,1,
07_07_2015,30,SC,1,,Pseudanthias bartlettorum,3,300,,14:45,37,1,
07_07_2015,30,SC,1,,Pseudanthias olivaceus,4,40,,14:45,37,1,
07_07_2015,30,SC,1,,Pseudanthias olivaceus,3,20,,14:45,37,1,
07_07_2015,30,SC,1,,Paracirrhites arcatus,8,2,,14:45,37,1,
07_07_2015,30,SC,1,,Paracirrhites arcatus,6,1,,14:45,37,1,
07_07_2015,30,SC,1,,Centropyge flavissima,5,3,,14:45,37,1,
07_07_2015,30,SC,1,,Chaetodon kleinii,8,1,,14:45,37,1,
07_07_2015,30,SC,1,,Chaetodon lunulatus,10,2,,14:45,37,1,
07_07_2015,30,SC,1,,Forcipiger flavissimus,10,1,,14:45,37,1,
07_07_2015,30,SC,1,,Chromis margaritifer,3,31,,14:45,37,1,
07_07_2015,30,SC,1,,Chromis margaritifer,4,32,,14:45,37,1,
07_07_2015,30,SC,1,,Chromis vanderbilti,3,5,,14:45,37,1,
07_07_2015,30,SC,1,,Chromis xanthura,10,4,,14:45,37,1,
07_07_2015,30,SC,1,,Dascyllus auripinnis,8,5,,14:45,37,1,
07_07_2015,30,SC,1,,Dascyllus auripinnis,5,10,,14:45,37,1,
07_07_2015,30,SC,1,,Dascyllus auripinnis,3,20,,14:45,37,1,
07_07_2015,30,SC,1,,Plectroglyphidodon dickii,4,4,,14:45,37,1,
07_07_2015,30,SC,1,,Plectroglyphidodon dickii,3,3,,14:45,37,1,
07_07_2015,30,SC,1,,Plectroglyphidodon johnstonianus,5,4,,14:45,37,1,
07_07_2015,30,SC,1,,Pomacentrus coelestis,4,4,,14:45,37,1,
07_07_2015,30,SC,1,,Stegastes aureus,6,1,,14:45,37,1,
07_07_2015,30,SC,1,,labrid sp.,3,10,,14:45,37,1,
07_07_2015,30,SC,1,,Gomphosus varius,5,1,,14:45,37,1,
07_07_2015,30,SC,1,,Halichoeres hortulanus,3,1,juv,14:45,37,1,
07_07_2015,30,SC,1,,Labroides bicolor,5,1,,14:45,37,1,
07_07_2015,30,SC,1,,Labroides dimidiatus,7,1,,14:45,37,1,
07_07_2015,30,SC,1,,Labroides dimidiatus,4,1,,14:45,37,1,
07_07_2015,30,SC,1,,Pseudocheilinus hexataenia,5,2,,14:45,37,1,
07_07_2015,30,SC,1,,Pseudocheilinus octotaenia,6,1,,14:45,37,1,
07_07_2015,30,SC,1,,Pseudocheilinus octotaenia,7,1,,14:45,37,1,
07_07_2015,30,SC,1,,Thalassoma amblycephalum,4,2,,14:45,37,1,
07_07_2015,30,SC,1,,Calotomus carolinus,28,1,IP,14:45,37,1,
07_07_2015,30,SC,1,,Acanthurus nigricans,21,2,,14:45,37,1,
07_07_2015,30,SC,1,,Acanthurus nigricans,16,1,,14:45,37,1,
07_07_2015,30,SC,1,,Acanthurus nigricauda,22,1,,14:45,37,1,
07_07_2015,30,SC,1,,Acanthurus nigricauda,24,1,,14:45,37,1,
07_07_2015,30,SC,1,,Ctenochaetus marginatus,20,2,,14:45,37,1,
07_07_2015,30,SC,1,,Ctenochaetus marginatus,8,14,,14:45,37,1,
07_07_2015,30,SC,1,,Ctenochaetus marginatus,13,3,,14:45,37,1,
07_07_2015,30,SC,1,,Melichthys vidua,18,1,,14:45,37,1,
07_07_2015,30,SC,1,,Canthigaster solandri,6,1,,14:45,37,1,
07_07_2015,30,SC,2,,Myripristis adusta,23,3,,15:00,38,1,
07_07_2015,30,SC,2,,Cephalopholis argus,40,1,,15:00,38,1,
07_07_2015,30,SC,2,,Epinephelus tauvina,35,1,,15:00,38,1,
07_07_2015,30,SC,2,,Gracila albomarginata,38,1,,15:00,38,1,
07_07_2015,30,SC,2,,Paracirrhites arcatus,7,2,,15:00,38,1,
07_07_2015,30,SC,2,,Priacanthus hamrur,25,1,,15:00,38,1,
07_07_2015,30,SC,2,,Centropyge flavissima,4,8,,15:00,38,1,
07_07_2015,30,SC,2,,Centropyge flavissima,5,6,,15:00,38,1,
07_07_2015,30,SC,2,,Chaetodon kleinii,10,1,,15:00,38,1,
07_07_2015,30,SC,2,,Chaetodon meyeri,12,1,,15:00,38,1,
07_07_2015,30,SC,2,,Chaetodon unimaculatus,11,1,,15:00,38,1,
07_07_2015,30,SC,2,,Forcipiger longirostris,13,1,,15:00,38,1,
07_07_2015,30,SC,2,,Chromis margaritifer,2,24,,15:00,38,1,
07_07_2015,30,SC,2,,Chromis margaritifer,3,65,,15:00,38,1,
07_07_2015,30,SC,2,,Chromis margaritifer,4,10,,15:00,38,1,
07_07_2015,30,SC,2,,Chromis vanderbilti,2,2,,15:00,38,1,
07_07_2015,30,SC,2,,Dascyllus auripinnis,12,1,,15:00,38,1,
07_07_2015,30,SC,2,,Plectroglyphidodon dickii,3,1,,15:00,38,1,
07_07_2015,30,SC,2,,Plectroglyphidodon johnstonianus,4,10,,15:00,38,1,
07_07_2015,30,SC,2,,Pomacentrus coelestis,2,3,,15:00,38,1,
07_07_2015,30,SC,2,,Pomacentrus coelestis,3,2,,15:00,38,1,
07_07_2015,30,SC,2,,Stegastes aureus,6,5,,15:00,38,1,
07_07_2015,30,SC,2,,Pseudodax moluccanus,25,1,,15:00,38,1,
07_07_2015,30,SC,2,,Gomphosus varius,5,1,IP,15:00,38,1,
07_07_2015,30,SC,2,,Gomphosus varius,3,1,juv,15:00,38,1,
07_07_2015,30,SC,2,,Halichoeres hortulanus,6,1,juv,15:00,38,1,
07_07_2015,30,SC,2,,Halichoeres ornatissimus,5,5,,15:00,38,1,
07_07_2015,30,SC,2,,Labroides dimidiatus,6,3,,15:00,38,1,
07_07_2015,30,SC,2,,Macropharyngodon meleagris,6,1,juv,15:00,38,1,
07_07_2015,30,SC,2,,Pseudocheilinus hexataenia,3,1,,15:00,38,1,
07_07_2015,30,SC,2,,Pseudocheilinus hexataenia,4,1,,15:00,38,1,
07_07_2015,30,SC,2,,Pseudocheilinus octotaenia,5,1,,15:00,38,1,
07_07_2015,30,SC,2,,Pseudocheilinus octotaenia,4,1,,15:00,38,1,
07_07_2015,30,SC,2,,Scarus rubroviolaceus,23,1,IP,15:00,38,1,
07_07_2015,30,SC,2,,Acanthurus nigricans,10,3,,15:00,38,1,
07_07_2015,30,SC,2,,Acanthurus nigricans,21,1,,15:00,38,1,
07_07_2015,30,SC,2,,Acanthurus nigricans,8,4,,15:00,38,1,
07_07_2015,30,SC,2,,Acanthurus xanthopterus,28,1,,15:00,38,1,
07_07_2015,30,SC,2,,Ctenochaetus marginatus,20,5,,15:00,38,1,
07_07_2015,30,SC,2,,Sufflamen bursa,13,1,,15:00,38,1,
07_07_2015,30,SC,3,,Cephalopholis urodeta,13,1,,15:15,41,1,
07_07_2015,30,SC,3,,Cephalopholis urodeta,16,1,,15:15,41,1,
07_07_2015,30,SC,3,,Apolemichthys xanthopunctatus,15,1,,15:15,41,1,
07_07_2015,30,SC,3,,Priacanthus hamrur,28,2,,15:15,41,1,
07_07_2015,30,SC,3,,Priacanthus hamrur,24,2,,15:15,41,1,
07_07_2015,30,SC,3,,Cirrhitichthys oxycephalus,5,1,,15:15,41,1,
07_07_2015,30,SC,3,,Paracirrhites arcatus,6,2,,15:15,41,1,
07_07_2015,30,SC,3,,Paracirrhites forsteri,5,1,,15:15,41,1,
07_07_2015,30,SC,3,,Paracanthurus hepatus,21,1,,15:15,41,1,
07_07_2015,30,SC,3,,Paracanthurus hepatus,23,1,,15:15,41,1,
07_07_2015,30,SC,3,,Centropyge flavissima,5,4,,15:15,41,1,
07_07_2015,30,SC,3,,Chaetodon ulietensis,12,1,,15:15,41,1,
07_07_2015,30,SC,3,,Chromis margaritifer,4,10,,15:15,41,1,
07_07_2015,30,SC,3,,Chromis margaritifer,2,53,,15:15,41,1,
07_07_2015,30,SC,3,,Chromis margaritifer,3,100,,15:15,41,1,
07_07_2015,30,SC,3,,Chromis xanthura,11,1,,15:15,41,1,
07_07_2015,30,SC,3,,Stegastes aureus,5,3,,15:15,41,1,
07_07_2015,30,SC,3,,Plectroglyphidodon dickii,5,4,,15:15,41,1,
07_07_2015,30,SC,3,,Plectroglyphidodon dickii,3,1,,15:15,41,1,
07_07_2015,30,SC,3,,Plectroglyphidodon johnstonianus,4,3,,15:15,41,1,
07_07_2015,30,SC,3,,Plectroglyphidodon johnstonianus,5,3,,15:15,41,1,
07_07_2015,30,SC,3,,Pomacentrus coelestis,2,5,,15:15,41,1,
07_07_2015,30,SC,3,,Pomacentrus coelestis,4,5,,15:15,41,1,
07_07_2015,30,SC,3,,Pomacentrus coelestis,3,6,,15:15,41,1,
07_07_2015,30,SC,3,,Naso lituratus,28,1,,15:15,41,1,
