KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth,Slope,Note
 06_07_2015,3,SD,2,,Lutjanus monostigma,40,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Cirripectes stigmaticus,8,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Centropyge flavissima,8,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Chaetodon ornatissimus,14,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Chaetodon ornatissimus,17,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Chromis margaritifer,4,2,,16:15,33,2,
 06_07_2015,3,SD,2,,Chromis margaritifer,5,4,,16:15,33,2,
 06_07_2015,3,SD,2,,Chromis vanderbilti,5,21,,16:15,33,2,
 06_07_2015,3,SD,2,,Chromis vanderbilti,4,12,,16:15,33,2,
 06_07_2015,3,SD,2,,Plectroglyphidodon dickii,7,2,,16:15,33,2,
 06_07_2015,3,SD,2,,Plectroglyphidodon johnstonianus,7,2,,16:15,33,2,
 06_07_2015,3,SD,2,,Plectroglyphidodon johnstonianus,6,3,,16:15,33,2,
 06_07_2015,3,SD,2,,Stegastes aureus,7,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Stegastes aureus,8,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Gomphosus varius,5,1,IP,16:15,33,2,
 06_07_2015,3,SD,2,,Halichoeres ornatissimus,9,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Pseudocheilinus hexataenia,7,1,,16:15,33,2,
 06_07_2015,3,SD,2,,Acanthurus lineatus,20,1,,16:15,33,2,
 06_07_2015,3,SD,3,,Pseudanthias bartlettorum,6,2,,16:30,33,2,
 06_07_2015,3,SD,3,,Pseudanthias dispar,6,4,,16:30,33,2,
 06_07_2015,3,SD,3,,Paracirrhites arcatus,15,1,,16:30,33,2,
 06_07_2015,3,SD,3,,Chromis margaritifer,3,2,,16:30,33,2,
 06_07_2015,3,SD,3,,Chromis margaritifer,5,7,,16:30,33,2,
 06_07_2015,3,SD,3,,Chromis margaritifer,4,3,,16:30,33,2,
 06_07_2015,3,SD,3,,Chromis vanderbilti,4,8,,16:30,33,2,
 06_07_2015,3,SD,3,,Chromis vanderbilti,5,20,,16:30,33,2,
